first_word	n_prompts_HP	mean_log_prob_HP	n_prompts_LP	mean_log_prob_LP	n_prompts_HN-D	mean_log_prob_HN-D	n_prompts_HN-S	mean_log_prob_HN-S	n_prompts_LN	mean_log_prob_LN	n_prompts_NB	mean_log_prob_NB	softmax_HP	softmax_LP	softmax_HN-D	softmax_HN-S	softmax_LN	softmax_NB	predicted_quadrant	max_softmax	n_face_tokens	is_claude	total_emit_count	empirical_majority_quadrant	total_emit_HP	total_emit_LP	total_emit_HN-D	total_emit_HN-S	total_emit_LN	total_emit_NB	argmax_matches_empirical
(=^-ω-^=)	20	-38.54827365875244	20	-40.10968856811523	20	-37.69461097717285	20	-40.08416595458984	20	-40.09689216613769	20	-39.67420635223389	0.23200641568574643	0.04868398450518628	0.5448048769875913	0.049942519257515736	0.04931096734745378	0.07525123621650653	HN-D	0.5448048769875913	10	False	22	NB	2	4	3	4	3	6	False
(=^-ω^-=)	20	-50.940202140808104	20	-54.18408012390137	20	-50.869021034240724	20	-53.40537109375	20	-53.320513534545896	20	-53.78810749053955	0.4258454380212574	0.016613215212671045	0.4572624731196497	0.036194512029551575	0.03939997040453109	0.024684391212339202	HN-D	0.4572624731196497	10	False	1	LP	0	1	0	0	0	0	False
(=^_^=)	20	-24.633222579956055	20	-26.01811866760254	20	-24.622460651397706	20	-27.157940673828126	20	-26.58721179962158	20	-25.962207126617432	0.36394017482880875	0.09111235466732096	0.3678780244113248	0.029144651249912813	0.05157310313940364	0.09635169170322896	HN-D	0.3678780244113248	8	False	2	LP	0	1	0	0	1	0	False
(=^・^=)	20	-23.88987817764282	20	-24.90348300933838	20	-24.166754627227782	20	-26.740817165374757	20	-26.33238067626953	20	-25.468330478668214	0.404517043790852	0.1468026311476039	0.3066838527801777	0.02337705260579723	0.035169927055791785	0.08344949261977741	HP	0.404517043790852	8	False	1	LP	0	1	0	0	0	0	False
(=^・ω・^=)	20	-25.997430515289306	20	-27.887571620941163	20	-26.15277690887451	20	-29.25217628479004	20	-28.777653408050536	20	-27.858473587036134	0.4418337540452902	0.06673920648490379	0.37826208263382427	0.01705064307037559	0.02740459764266867	0.06870971612293748	HP	0.4418337540452902	10	False	19	LP	0	13	1	0	1	4	False
(=^・ｪ・^=)	20	-24.135637187957762	20	-25.11739339828491	20	-24.291695880889893	20	-27.071725273132323	20	-26.240052700042725	20	-25.978003692626952	0.39007745782111813	0.14614351507621537	0.333714766722455	0.02070255751371248	0.04755703925832332	0.061804663608175645	HP	0.39007745782111813	10	False	0		0	0	0	0	0	0	
(=`ω´=)	20	-34.06965217590332	20	-35.12158622741699	20	-31.201776599884035	20	-33.65421800613403	20	-33.542425537109374	20	-35.33771305084228	0.04456430608598874	0.015564601093226325	0.7843134919840465	0.06751618834118717	0.07550205432036192	0.01253935817518935	HN-D	0.7843134919840465	9	False	0		0	0	0	0	0	0	
(=ↀωↀ=)	20	-56.10981197357178	20	-57.35522747039795	20	-55.07984943389893	20	-56.82320995330811	20	-56.63907585144043	20	-56.733123016357425	0.17531669669432934	0.05045987858101291	0.4910552139292778	0.08590105013970312	0.10326826902774913	0.0939988916279277	HN-D	0.4910552139292778	8	False	1	LP	0	1	0	0	0	0	False
(=⌒‿‿⌒=)	20	-60.92264251708984	20	-61.43081569671631	20	-59.818662071228026	20	-61.08982677459717	20	-59.86321544647217	20	-59.73424472808838	0.08598214468480168	0.0517263061500835	0.2593348543549901	0.07274465243094208	0.24803422120394783	0.2821778211752348	NB	0.2821778211752348	9	False	0		0	0	0	0	0	0	
(>^_^)	20	-29.84338798522949	20	-32.53623552322388	20	-31.16276798248291	20	-32.24542503356933	20	-31.940327835083007	20	-32.3021053314209	0.6120330900795263	0.04142724730511166	0.16359704351066262	0.0554094026052346	0.07517708771992425	0.0523561287795404	HP	0.6120330900795263	7	False	1	LP	0	1	0	0	0	0	False
(>_<)	20	-19.984011554718016	20	-22.203973007202148	20	-20.07894868850708	20	-20.450166130065917	20	-20.216357040405274	20	-22.386890602111816	0.28339987539258876	0.030780994415495266	0.25773237846247	0.17780799924927415	0.22464320811671523	0.02563554436345671	HP	0.28339987539258876	6	False	44	HN-S	0	2	8	31	2	1	False
(>_<;)	20	-25.540657329559327	20	-27.957193756103514	20	-24.612357330322265	20	-25.094852447509766	20	-25.094596958160402	20	-27.881270503997804	0.1462074792302438	0.013046113547851413	0.36993477368864486	0.2283390499555394	0.22839739560387542	0.014075187973845075	HN-D	0.36993477368864486	7	False	13	HN-S	0	0	0	13	0	0	False
(>ω<)	20	-26.43283643722534	20	-29.378916263580322	20	-28.213716506958008	20	-28.311316299438477	20	-28.71003770828247	20	-29.472246074676512	0.6560425646911702	0.03447194640885599	0.11053648000937609	0.10025789436064854	0.06729085888035408	0.03140025564959521	HP	0.6560425646911702	6	False	0		0	0	0	0	0	0	
(>ω<*	20	-33.62658615112305	20	-36.678916931152344	20	-35.779340744018555	20	-35.88631649017334	20	-36.281912612915036	20	-36.325370979309085	0.7115644116657074	0.03362047185393411	0.08265797823137941	0.07427211688094953	0.05000582411962102	0.04787919724840864	HP	0.7115644116657074	6	False	1	HP	1	0	0	0	0	0	True
(>‿◠)	20	-39.56870594024658	20	-39.59024887084961	20	-39.58956031799316	20	-40.085328102111816	20	-38.622869682312015	20	-39.13034362792969	0.13021319201915132	0.1274380182760826	0.12752579630402425	0.07767635378522435	0.3352945179890117	0.20185212162650568	LN	0.3352945179890117	6	False	3	HN-S	0	0	0	2	1	0	False
(>‿◼︵◼<)	20	-77.24636268615723	20	-75.62395248413085	20	-75.46076889038086	20	-75.07011337280274	20	-75.08092384338379	20	-73.24072647094727	0.011838975912230258	0.059967774954070505	0.07059723134063715	0.10433912851170037	0.10321724838433644	0.6500396408970254	NB	0.6500396408970254	9	False	1	LP	0	1	0	0	0	0	False
(>∀<☆)	20	-43.275252723693846	20	-45.802771186828615	20	-45.27030582427979	20	-46.90979652404785	20	-46.78994007110596	20	-45.20088214874268	0.7053178890205845	0.05632453014689917	0.09592776947892563	0.01861755228992922	0.02098821857772834	0.10282404048593327	HP	0.7053178890205845	7	True	1	HP	1	0	0	0	0	0	True
(>﹏<)	20	-19.984011554718016	20	-22.203973007202148	20	-20.07894868850708	20	-20.450166130065917	20	-20.216357040405274	20	-22.386890602111816	0.28339987539258876	0.030780994415495266	0.25773237846247	0.17780799924927415	0.22464320811671523	0.02563554436345671	HP	0.28339987539258876	6	True	25	HN-S	1	0	4	13	7	0	False
(>﹏<｡)	20	-27.891139602661134	20	-29.59073495864868	20	-26.237921905517577	20	-27.095362854003906	20	-26.578846645355224	20	-29.020715713500977	0.07898562077105363	0.01443521149221965	0.41260202869742196	0.17504490990016522	0.29340642903390357	0.025525800105235884	HN-D	0.41260202869742196	7	False	7	HN-S	0	0	0	7	0	0	False
(O_O)	20	-22.960757350921632	20	-25.75991153717041	20	-22.12178030014038	20	-24.31667242050171	20	-24.04574785232544	20	-26.13069486618042	0.24922225449879878	0.015168044820471164	0.5766999635831783	0.06422740682027227	0.08421344478555769	0.010468885491721815	HN-D	0.5766999635831783	6	False	1	HN-S	0	0	0	1	0	0	False
(OwO)	20	-33.22308797836304	20	-36.00524082183838	20	-33.84660968780518	20	-35.194742584228514	20	-34.94795427322388	20	-36.217290210723874	0.5087872350972819	0.03149652051797585	0.27273706903911454	0.070836564674752	0.09066429585230215	0.025478314818573513	HP	0.5087872350972819	6	False	1	HP	1	0	0	0	0	0	True
(T-T)	20	-19.10695323944092	20	-22.038788986206054	20	-18.552653789520264	20	-19.673998260498045	20	-19.483366584777833	20	-22.68712387084961	0.24537415997222428	0.013078223024196775	0.42712797648694356	0.13917598453010938	0.1684048469586857	0.006838809027840354	HN-D	0.42712797648694356	6	False	8	LN	0	0	0	1	7	0	False
(T^T)	20	-21.19486722946167	20	-24.140763759613037	20	-21.054630088806153	20	-22.457646560668945	20	-22.048565673828126	20	-24.91234130859375	0.34058778253479016	0.017899564214888558	0.3918621178827123	0.09634096000932005	0.14503490720586665	0.008274668152422242	HN-D	0.3918621178827123	6	False	1	HP	1	0	0	0	0	0	False
(T_T)	20	-17.900513029098512	20	-22.00017457008362	20	-17.460555696487425	20	-19.23290023803711	20	-18.19444031715393	20	-22.836909770965576	0.27889513892750356	0.004623603243976423	0.4330240190220613	0.07358554861360332	0.20786910463780373	0.002002585555051765	HN-D	0.4330240190220613	6	False	22	LN	0	0	2	2	18	0	False
(T▽T)	20	-24.934863758087157	20	-27.479590702056885	20	-25.374601364135742	20	-26.513854694366454	20	-25.968845653533936	20	-28.02328004837036	0.4291762129975467	0.03368796471759287	0.2764776487787054	0.0884888584811962	0.15261000679886827	0.019559308226090567	HP	0.4291762129975467	6	False	2	HP	2	0	0	0	0	0	True
(^	20	-14.52302885055542	20	-16.2770188331604	20	-14.578743028640748	20	-16.927069854736327	20	-16.066258478164674	20	-16.514385175704955	0.3907099341808081	0.06762484504338048	0.36953714026901263	0.03530146357676153	0.0834907461153564	0.053335870814680816	HP	0.3907099341808081	3	False	0		0	0	0	0	0	0	
(^-^)	20	-17.421157455444337	20	-18.718192958831786	20	-17.438439321517944	20	-19.793112659454344	20	-18.941701030731203	20	-19.054067850112915	0.36186534794470276	0.09891260398701732	0.3556653673895603	0.033761360619140875	0.07910124390195844	0.07069407615762034	HP	0.36186534794470276	6	False	37	LP	0	17	1	0	4	15	False
(^.^)	20	-18.416266202926636	20	-19.767101192474364	20	-18.6676118850708	20	-21.23153781890869	20	-20.182759857177736	20	-20.470077323913575	0.4173897415152201	0.10811391369401817	0.32462631963779476	0.02499682461125545	0.07134496422760297	0.05352823631410866	HP	0.4173897415152201	6	False	2	LP	0	1	0	0	0	1	False
(^^)	20	-18.660581016540526	20	-20.08206214904785	20	-18.69124240875244	20	-21.252089023590088	20	-20.2878662109375	20	-20.666105461120605	0.3820995432735381	0.09222212107149541	0.37056162749922034	0.028621928422414893	0.07506811975757995	0.05142665997575131	HP	0.3820995432735381	5	False	2	LP	0	2	0	0	0	0	False
(^_^)	20	-16.432516384124757	20	-17.79166169166565	20	-15.97253999710083	20	-17.99833765029907	20	-17.240760946273802	20	-17.67669997215271	0.264295133081263	0.06789219635940677	0.4186531589109432	0.05521557895409071	0.1177803966133229	0.07616353608097355	HN-D	0.4186531589109432	6	False	44	NB	7	8	0	0	0	29	False
(^_^;)	20	-21.14190101623535	20	-22.417435932159425	20	-17.976960754394533	20	-20.336510562896727	20	-19.51290225982666	20	-22.710547733306885	0.03075856043034847	0.008590298005741315	0.7285881390386014	0.06882443190692973	0.15683073455438232	0.006407836063996657	HN-D	0.7285881390386014	7	False	2	NB	0	0	0	0	0	2	False
(^_~)	20	-25.60004577636719	20	-26.628653144836427	20	-23.83043203353882	20	-26.09850311279297	20	-25.662862873077394	20	-26.631409072875975	0.10953870140897211	0.039160577152381956	0.6428373048890408	0.0665411523045151	0.10286946224682869	0.03905280199826137	HN-D	0.6428373048890408	6	False	1	HP	1	0	0	0	0	0	False
(^_−)	20	-26.04875135421753	20	-27.458230590820314	20	-25.09277400970459	20	-28.016165351867677	20	-26.87384910583496	20	-28.642815113067627	0.22231075187520752	0.05430394898989194	0.5782773112259523	0.03108303551927346	0.09741482775050146	0.01661012463917335	HN-D	0.5782773112259523	6	False	3	NB	0	1	0	0	0	2	False
(^o^)	20	-15.205964946746827	20	-17.438510131835937	20	-15.71161322593689	20	-18.220050144195557	20	-17.25766716003418	20	-17.888803148269652	0.5111572664564619	0.054824222894428044	0.30828633981271825	0.025093079915599847	0.06569186462454238	0.034947226296249655	HP	0.5111572664564619	6	False	6	HP	4	1	0	0	0	1	True
(^‿^)	20	-24.7459077835083	20	-25.203496742248536	20	-24.452782535552977	20	-26.847358417510986	20	-25.674985885620117	20	-25.426694488525392	0.25019807266358907	0.158327225064096	0.33541821049610154	0.0305939495051429	0.09880762646422704	0.12665491580684357	HN-D	0.33541821049610154	6	False	13	LP	1	10	0	0	0	2	False
(^▽^)	20	-20.80926628112793	20	-22.377438449859618	20	-21.73680000305176	20	-23.88173246383667	20	-23.180009174346925	20	-22.6982008934021	0.5277310097652043	0.10999275873656449	0.20873238579920408	0.02443754110966012	0.04929604277003336	0.07981026181933357	HP	0.5277310097652043	6	False	15	NB	4	2	0	0	0	9	False
(^・ω・^)	20	-22.34429750442505	20	-23.90683059692383	20	-23.204193592071533	20	-25.572318744659423	20	-24.33979015350342	20	-24.686869430541993	0.5250795778229751	0.11005901648405383	0.22221685741105682	0.020811975946508632	0.07138281676535983	0.05044975557004582	HP	0.5250795778229751	8	False	2	LP	0	2	0	0	0	0	False
(__)	20	-17.74085760116577	20	-17.00638837814331	20	-16.688850688934327	20	-17.47042465209961	20	-16.449129819869995	20	-16.309401750564575	0.06630352298012103	0.1382014296067992	0.18985297274940277	0.08689287010666506	0.2412830713236628	0.27746613323334907	NB	0.27746613323334907	3	False	1	LN	0	0	0	0	1	0	False
(`_´)	20	-31.548913860321044	20	-32.36676282882691	20	-26.93986282348633	20	-29.77666425704956	20	-30.03013219833374	20	-31.922331428527833	0.0088519600627774	0.003907078632834533	0.8886379945496977	0.052085599728516306	0.040423874868323696	0.006093492157850186	HN-D	0.8886379945496977	7	False	0		0	0	0	0	0	0	
(`⇧´)	20	-46.77806358337402	20	-45.95780296325684	20	-39.488661193847655	20	-41.87545757293701	20	-42.354256820678714	20	-44.17070007324219	0.0005883796661756911	0.0013362641484007305	0.8617968248481042	0.07921955395828349	0.04907864021696921	0.00798033716206657	HN-D	0.8617968248481042	7	False	2	HP	2	0	0	0	0	0	False
(`⌒´)	20	-46.77806358337402	20	-45.95780296325684	20	-39.488661193847655	20	-41.87545757293701	20	-42.354256820678714	20	-44.17070007324219	0.0005883796661756911	0.0013362641484007305	0.8617968248481042	0.07921955395828349	0.04907864021696921	0.00798033716206657	HN-D	0.8617968248481042	7	False	7	HP	7	0	0	0	0	0	False
(`⌒´メ)	20	-54.57501354217529	20	-54.40043601989746	20	-46.96628971099854	20	-49.41807041168213	20	-50.065505790710446	20	-52.90298652648926	0.0004371149570999074	0.0005204915963087757	0.8810944011106326	0.0758975247391708	0.03972372803724782	0.002326739559539832	HN-D	0.8810944011106326	8	False	5	HP	5	0	0	0	0	0	False
(`◇´)	20	-32.132973957061765	20	-32.73847780227661	20	-27.902634048461913	20	-30.38600730895996	20	-31.37866315841675	20	-31.833116340637208	0.012578714645049435	0.006865454389739358	0.8646683129627178	0.07216626692939898	0.026744179749701585	0.016977071323392712	HN-D	0.8646683129627178	7	False	1	NB	0	0	0	0	0	1	False
(`へ´)	20	-30.01011428833008	20	-30.022938823699953	20	-24.459029102325438	20	-27.768956851959228	20	-27.03677921295166	20	-30.272949504852296	0.003457405452833735	0.0034133489402923744	0.8903401891193697	0.03251416612136848	0.06761659993229693	0.0026582904338389164	HN-D	0.8903401891193697	7	False	0		0	0	0	0	0	0	
(`・ω・´)	20	-22.19355182647705	20	-22.679135036468505	20	-19.06936502456665	20	-21.4305380821228	20	-21.16220932006836	20	-22.96301383972168	0.03359136683715746	0.02067005190035036	0.7639145187811568	0.07204441752959731	0.09421803343440224	0.015561611517336022	HN-D	0.7639145187811568	9	False	1	LN	0	0	0	0	1	0	False
(o>ω<o)	20	-34.46249113082886	20	-38.981999206542966	20	-39.63425178527832	20	-40.2063009262085	20	-38.60210266113281	20	-42.399038314819336	0.965196955808106	0.010515223918549995	0.005477076785589082	0.003091085687623831	0.01537465922920206	0.00034499857092908077	HP	0.965196955808106	8	False	1	HP	1	0	0	0	0	0	True
(o^^o)	20	-25.89211311340332	20	-28.137563514709473	20	-28.37199993133545	20	-30.694284629821777	20	-28.565588092803956	20	-30.50020122528076	0.783191275933008	0.08292416793573551	0.06559438739058111	0.006431484842235327	0.05404959077092531	0.0078090931275147995	HP	0.783191275933008	7	False	12	NB	1	3	0	0	0	8	False
(o^_^o)	20	-27.59536294937134	20	-30.2932017326355	20	-29.614385223388673	20	-32.08691539764404	20	-29.746637058258056	20	-32.00099201202393	0.7463334621557213	0.05026624193361405	0.09910205983318036	0.008361351295606218	0.0868253293296569	0.009111555452221145	HP	0.7463334621557213	8	False	6	NB	0	1	0	0	0	5	False
