first_word	n_prompts_HP	n_prompts_LP	n_prompts_HN-D	n_prompts_HN-S	n_prompts_LN	n_prompts_NB	mean_log_prob_HP	mean_log_prob_LP	mean_log_prob_HN-D	mean_log_prob_HN-S	mean_log_prob_LN	mean_log_prob_NB	softmax_HP	softmax_LP	softmax_HN-D	softmax_HN-S	softmax_LN	softmax_NB	predicted_quadrant	max_softmax	n_face_tokens	is_claude	total_emit_count	empirical_majority_quadrant	total_emit_HP	total_emit_LP	total_emit_HN-D	total_emit_HN-S	total_emit_LN	total_emit_NB	argmax_matches_empirical
(^▽^)	0	0	0	0	0	0	-0.8754708802056856	-0.68131511786524	-5.12386755582512	-5.12386755582512	-5.12386755582512	-2.821372457881407	0.416666	0.505951	0.005953	0.005953	0.005953	0.059524	LP	0.505951	1	True	17	NB	5	3	0	0	0	9	False
(`ε´)	0	0	0	0	0	0	-4.102598324952146	-3.697149882816233	-0.439085395522081	-2.7163414626604214	-1.8000582307206419	-2.493200411318087	0.01653	0.024794	0.644626	0.066116	0.165289	0.082645	HN-D	0.644626	1	True	1	HN-D	0	0	1	0	0	0	True
(`・ω・´)	0	0	0	0	0	0	-1.5008987083688674	-1.2495849150069838	-2.3481927592504017	-3.4467917147629534	-4.363052447687069	-1.04891462358442	0.22293	0.286624	0.095542	0.031848	0.012739	0.350318	NB	0.350318	1	True	2	LN	0	0	0	0	1	1	False
(¬_¬)	0	0	0	0	0	0	-4.9627488310549674	-4.269651646745314	-0.7143521554355335	-3.3533909138211975	-1.5616481110653677	-1.4074979074271117	0.006994	0.013987	0.489509	0.034966	0.20979	0.244755	HN-D	0.489509	1	True	15	HN-D	0	0	10	0	1	4	True
(¬‿¬)	0	0	0	0	0	0	-2.1594821980828924	-1.060874353839474	-1.6486592409693464	-3.2580811535954437	-3.2580811535954437	-1.312188147201358	0.115385	0.346153	0.192308	0.038462	0.038462	0.26923	LP	0.346153	1	True	22	NB	0	0	1	1	3	17	False
(¯³¯)	0	0	0	0	0	0	-3.178038830535443	-1.2321458241413568	-1.5686169179093454	-3.178038830535443	-1.386296027779613	-1.791759469228055	0.041667	0.291666	0.208333	0.041667	0.25	0.166667	LP	0.291666	1	True	1	LP	0	1	0	0	0	0	True
(¯―¯٥)	0	0	0	0	0	0	-4.875101908343002	-3.265743991109231	-2.16714503559668	-1.8794646298018434	-0.6267052327235673	-1.8794646298018434	0.007634	0.038169	0.114504	0.152672	0.534349	0.152672	LN	0.534349	1	True	1	NB	0	0	0	0	0	1	False
(¯‿¯)	0	0	0	0	0	0	-3.3105273931464754	-0.9126503019679422	-2.2119284376339237	-4.226788126070591	-2.6173902124365327	-1.0079602999544324	0.036497	0.401459	0.109489	0.014599	0.072993	0.364963	LP	0.401459	1	True	1	LP	0	1	0	0	0	0	True
(¯﹃¯)	0	0	0	0	0	0	-2.433608618594494	-0.7288687081259037	-4.043006532228553	-4.043006532228553	-2.433608618594494	-1.180852792910351	0.08772	0.482454	0.017545	0.017545	0.08772	0.307017	LP	0.482454	1	True	1	LP	0	1	0	0	0	0	True
(°	0	0	0	0	0	0	-3.218860625056678	-2.1202616695441265	-2.525723444346735	-1.6094387124305805	-1.83258126374929	-0.9162935318646349	0.040001	0.12	0.08	0.2	0.16	0.399999	NB	0.399999	1	True	1	LP	0	1	0	0	0	0	False
(°□°;)	0	0	0	0	0	0	-3.126745799304437	-4.043006532228553	-3.126745799304437	-0.21441404753356852	-3.126745799304437	-3.126745799304437	0.04386	0.017545	0.04386	0.807014	0.04386	0.04386	HN-S	0.807014	1	True	17	HN-S	0	0	0	17	0	0	True
(°▽°)	0	0	0	0	0	0	-0.9105620768646788	-0.7770308628113455	-5.1589587524841125	-4.465861568174459	-5.1589587524841125	-2.163321473942955	0.402298	0.459769	0.005748	0.011495	0.005748	0.114943	LP	0.459769	1	True	3	HP	3	0	0	0	0	0	False
(°〇°)	0	0	0	0	0	0	-2.197222355126343	-3.2958213106388943	-3.2958213106388943	-0.6567825522532303	-2.6026841299289516	-1.5040785078830643	0.111111	0.037038	0.037038	0.518517	0.074074	0.222222	HN-S	0.518517	1	True	8	HP	8	0	0	0	0	0	False
(°ロ°)	0	0	0	0	0	0	-3.152721150755632	-4.068981883679748	-3.152721150755632	-0.3195266300295226	-3.152721150755632	-2.054122195243081	0.042736	0.017095	0.042736	0.726493	0.042736	0.128205	HN-S	0.726493	1	True	4	HN-S	0	0	0	4	0	0	True
(´-_-`)	0	0	0	0	0	0	-4.875101908343002	-3.265743991109231	-2.5726068103992885	-3.265743991109231	-0.6267052327235673	-1.1863199492325232	0.007634	0.038169	0.076336	0.038169	0.534349	0.305343	LN	0.534349	1	True	4	LN	0	0	0	0	4	0	True
(´-`)	0	0	0	0	0	0	-4.226788126070591	-1.7011054805203778	-3.3105273931464754	-3.3105273931464754	-1.1133205933905057	-0.9126503019679422	0.014599	0.182482	0.036497	0.036497	0.328466	0.401459	NB	0.401459	1	True	52	LN	0	0	0	3	49	0	False
(´-ω-`)	0	0	0	0	0	0	-4.836186673844569	-2.1282298010982474	-3.2268287566107987	-3.2268287566107987	-0.5877899982251349	-1.435085953854969	0.007937	0.119048	0.039683	0.039683	0.555554	0.238095	LN	0.555554	1	True	9	LN	1	0	0	1	7	0	True
(´-﹏-`;)	0	0	0	0	0	0	-5.01718381531663	-3.4078258980828604	-3.4078258980828604	-0.7687871396971966	-1.0099488069043274	-2.309226942570309	0.006623	0.033113	0.033113	0.463575	0.364238	0.099338	HN-S	0.463575	1	True	5	LN	0	0	0	0	5	0	False
(´;ω;`)	0	0	0	0	0	0	-4.770589714198167	-3.161231796964397	-4.077492529888513	-2.0626328414518458	-0.2489000451935289	-3.6720440877526004	0.008475	0.042374	0.01695	0.127119	0.779658	0.025424	LN	0.779658	1	True	48	LN	0	0	2	9	37	0	True
(´~`)	0	0	0	0	0	0	-4.1896092887205985	-2.58021137508654	-2.1747496002839313	-2.58021137508654	-0.9707814626044396	-1.076141756040513	0.015152	0.075758	0.113637	0.075758	0.378787	0.340908	LN	0.378787	1	True	1	NB	0	0	0	0	0	1	False
(´°̥̥̥̥̥̥	0	0	0	0	0	0	-4.753495368506448	-3.1441374512726776	-4.060398184196794	-2.0455384957601264	-0.25378458206602195	-3.654949742060881	0.008622	0.043104	0.017242	0.129311	0.775859	0.025863	LN	0.775859	1	True	3	HN-D	0	0	1	1	1	0	False
(´·_·`)	0	0	0	0	0	0	-4.875101908343002	-3.265743991109231	-3.265743991109231	-2.5726068103992885	-0.493174018670234	-1.4740011883534014	0.007634	0.038169	0.038169	0.076336	0.610685	0.229007	LN	0.610685	1	True	3	HN-S	0	0	0	3	0	0	False
(´˘`)	0	0	0	0	0	0	-3.126745799304437	-0.1823257673069741	-4.7361037165382065	-4.7361037165382065	-4.043006532228553	-2.433608618594494	0.04386	0.83333	0.008773	0.008773	0.017545	0.08772	LP	0.83333	1	True	7	LP	0	7	0	0	0	0	True
(´ε`)	0	0	0	0	0	0	-2.1122295365563533	-0.37763397134279514	-4.1270892249930204	-4.1270892249930204	-3.2108284920689045	-2.1122295365563533	0.120968	0.685481	0.01613	0.01613	0.040323	0.120968	LP	0.685481	1	True	1	LP	0	1	0	0	0	0	True
(´ω`)	0	0	0	0	0	0	-2.595249184608781	-0.45519184459261464	-4.20464709824284	-4.20464709824284	-3.288386365318724	-1.4966435625628942	0.074627	0.634326	0.014926	0.014926	0.037314	0.22388	LP	0.634326	1	True	55	LN	4	12	9	11	17	2	False
(´ω`♡)	0	0	0	0	0	0	-2.0710716673689706	-0.22525059088405935	-4.779028540115292	-4.779028540115292	-4.085931355805638	-3.169670622881522	0.126051	0.798316	0.008404	0.008404	0.016807	0.042017	LP	0.798316	1	True	4	LP	0	3	0	0	1	0	True
(´‿`)	0	0	0	0	0	0	-2.5726068103992885	-0.35341223933836313	-4.875101908343002	-4.875101908343002	-4.182004724033347	-1.6563220784831338	0.076336	0.702288	0.007634	0.007634	0.015268	0.19084	LP	0.702288	1	True	1	LP	0	1	0	0	0	0	True
(´∀`)	0	0	0	0	0	0	-1.6789644526926266	-0.3980334961120683	-4.897744282552494	-4.897744282552494	-4.20464709824284	-2.1897874098061725	0.186567	0.67164	0.007463	0.007463	0.014926	0.111941	LP	0.67164	1	True	9	LP	1	8	0	0	0	0	True
(´∡`✿)	0	0	0	0	0	0	-2.1594821980828924	-0.42488663286933437	-4.17434188651956	-3.768893444383647	-3.2580811535954437	-1.8718017922880559	0.115385	0.653844	0.015385	0.023078	0.038462	0.153846	LP	0.653844	1	True	1	LP	0	1	0	0	0	0	True
(´∩ω∩`)	0	0	0	0	0	0	-2.459583970045689	-0.24038939898476389	-13.972519434965918	-3.152721150755632	-3.152721150755632	-3.152721150755632	0.085471	0.786322	1e-06	0.042736	0.042736	0.042736	LP	0.786322	1	True	1	HN-S	0	0	0	1	0	0	False
(´▽`)	0	0	0	0	0	0	-1.902107004011336	-0.34396633332126153	-4.897744282552494	-4.897744282552494	-4.20464709824284	-2.1897874098061725	0.149254	0.708953	0.007463	0.007463	0.014926	0.111941	LP	0.708953	1	True	64	LP	4	46	0	1	2	11	True
(´・_・`)	0	0	0	0	0	0	-4.226788126070591	-2.6173902124365327	-3.3105273931464754	-2.6173902124365327	-0.6714886347608114	-1.2311033512697673	0.014599	0.072993	0.036497	0.072993	0.510947	0.29197	LN	0.510947	1	True	36	LN	0	0	0	10	24	2	True
(´・̥̥̥ω・̥̥	0	0	0	0	0	0	-4.744837350740611	-3.1354794335068408	-4.051740166430957	-2.4423422527968977	-0.22314768173597258	-3.1354794335068408	0.008696	0.043479	0.017392	0.086957	0.799997	0.043479	LN	0.799997	1	True	1	LN	0	0	0	0	1	0	True
(´・̥ω・̥`)	0	0	0	0	0	0	-13.928844600399785	-3.1090463161894992	-4.025307049113615	-2.415909135479556	-0.1967145644186309	-3.6198586069777026	1e-06	0.044644	0.017858	0.089286	0.821425	0.026786	LN	0.821425	1	True	5	HN-S	0	0	1	2	2	0	False
(´・ω・`)	0	0	0	0	0	0	-4.2626341036344595	-1.736951458084246	-3.3463733707103436	-3.3463733707103436	-0.9484962795318104	-1.0438062775183006	0.014085	0.176056	0.035212	0.035212	0.387323	0.352112	LN	0.387323	1	True	87	NB	0	19	1	11	27	29	False
(´・︵・`)	0	0	0	0	0	0	-4.691253391800816	-3.0818954745670464	-3.5927077653552497	-3.0818954745670464	-0.24870095384093685	-2.3887582938571033	0.009175	0.045872	0.027524	0.045872	0.779813	0.091744	LN	0.779813	1	True	1	LN	0	0	0	0	1	0	True
(´・︿・`)	0	0	0	0	0	0	-4.795695509261799	-3.1863375920280297	-3.1863375920280297	-2.4932004113180866	-0.35314307130192013	-2.0877386365154784	0.008265	0.041323	0.041323	0.082645	0.702477	0.123967	LN	0.702477	1	True	1	HN-D	0	0	1	0	0	0	False
(´︶`)	0	0	0	0	0	0	-2.5176913113589614	-0.266408460071442	-4.820186409302674	-4.820186409302674	-4.1270892249930204	-2.1122295365563533	0.080646	0.766126	0.008065	0.008065	0.01613	0.120968	LP	0.766126	1	True	2	HP	1	0	0	0	1	0	False
(´｡_｡`)	0	0	0	0	0	0	-4.727293133432424	-3.117935216198654	-4.03419594912277	-3.117935216198654	-0.22758234699199834	-2.424798035488711	0.00885	0.044248	0.0177	0.044248	0.796457	0.088496	LN	0.796457	1	True	2	LN	0	0	0	0	2	0	True
(´｡・ω・｡`)	0	0	0	0	0	0	-2.3481927592504017	-0.6135971940368439	-4.363052447687069	-2.7536545340530103	-2.0605123534555654	-1.8373698021368559	0.095542	0.5414	0.012739	0.063695	0.127389	0.159236	LP	0.5414	1	True	7	LP	0	3	0	0	3	1	True
(´｡・‿・｡`)	0	0	0	0	0	0	-2.1122295365563533	-0.266408460071442	-4.820186409302674	-4.820186409302674	-4.1270892249930204	-2.5176913113589614	0.120968	0.766126	0.008065	0.008065	0.01613	0.080646	LP	0.766126	1	True	36	LP	0	22	0	0	11	3	True
(˘³˘)	0	0	0	0	0	0	-2.4765334421715792	-0.3364761021554127	-4.085931355805639	-4.085931355805639	-3.1696706228815223	-2.0710716673689706	0.084034	0.714283	0.016807	0.016807	0.042017	0.126051	LP	0.714283	1	True	58	LP	0	26	5	3	13	11	True
(˘ω˘)	0	0	0	0	0	0	-3.250359143279543	-0.3380273915086749	-4.859717060513313	-4.859717060513313	-3.250359143279543	-1.6409372306534455	0.03876	0.713176	0.007753	0.007753	0.03876	0.193798	LP	0.713176	1	True	30	LP	0	28	0	0	0	2	True
(‿‿‿)	0	0	0	0	0	0	-4.110828783443963	-2.095969095007295	-3.194568050519847	-2.5014308698099037	-0.8920009573278037	-1.1151440086431386	0.016394	0.122951	0.040984	0.081968	0.409835	0.327868	LN	0.409835	1	True	33	LP	2	16	0	0	0	15	False
(‿‿‿✿)	0	0	0	0	0	0	-4.297239489093072	-0.9831016649904232	-3.380978756168956	-2.6878415754590135	-1.1837719564129867	-1.5892359534131264	0.013606	0.374149	0.034014	0.068028	0.306122	0.204081	LP	0.374149	1	True	5	LP	0	5	0	0	0	0	True
(≧‿≦)	0	0	0	0	0	0	-0.65110144882137	-0.8452572111618155	-5.093653886781249	-5.093653886781249	-5.093653886781249	-3.4842959695474796	0.521471	0.429447	0.006136	0.006136	0.006136	0.030675	HP	0.521471	1	True	108	HP	39	33	11	10	2	13	True
(≧∇≦)	0	0	0	0	0	0	-0.4019533387128807	-1.2669493288336353	-4.955731287944113	-4.2626341036344595	-4.955731287944113	-3.857185661498547	0.669012	0.28169	0.007043	0.014085	0.007043	0.021127	HP	0.669012	1	True	6	HP	5	1	0	0	0	0	True
(≧▽≦)	0	0	0	0	0	0	-0.4878868210574244	-1.0552638270754746	-5.062498835487777	-5.062498835487777	-5.062498835487777	-3.963953209042211	0.613922	0.348101	0.00633	0.00633	0.00633	0.018988	HP	0.613922	1	True	76	HP	46	8	2	1	5	14	True
(⌒‿⌒)	0	0	0	0	0	0	-1.6937794726308255	-0.39086963348605464	-4.912559302490693	-4.912559302490693	-4.219462118181039	-2.2046024297443716	0.183823	0.676468	0.007354	0.007354	0.014707	0.110294	LP	0.676468	1	True	18	NB	0	8	0	0	0	10	False
(╥_╥)	0	0	0	0	0	0	-4.727293133432424	-4.03419594912277	-3.6287475069868576	-2.424798035488711	-0.17351518420119158	-4.03419594912277	0.00885	0.0177	0.026549	0.088496	0.840704	0.0177	LN	0.840704	1	True	47	HN-D	1	0	24	10	11	1	False
(╥﹏╥)	0	0	0	0	0	0	-4.8120892384089675	-4.118992054099313	-3.7135436119634004	-1.8164519598678093	-0.2583112891777345	-4.118992054099313	0.008131	0.016261	0.024391	0.162602	0.772355	0.016261	LN	0.772355	1	True	95	HN-S	10	0	34	38	12	1	False
(╬	0	0	0	0	0	0	-4.102598324952146	-4.795695509261799	-0.24191756003056705	-2.0877386365154784	-3.1863375920280297	-3.697149882816233	0.01653	0.008265	0.785121	0.123967	0.041323	0.024794	HN-D	0.785121	1	True	1	HN-S	0	0	0	1	0	0	False
(╬Ò﹏Ó)	0	0	0	0	0	0	-5.01718381531663	-5.01718381531663	-0.4954941463119923	-1.4619328916887746	-2.0215465367754724	-4.324086631006977	0.006623	0.006623	0.60927	0.231788	0.13245	0.013246	HN-D	0.60927	1	True	50	HN-D	0	0	26	24	0	0	True
(╬ಠ益ಠ)	0	0	0	0	0	0	-4.691253391800816	-4.691253391800816	-0.10638488772293497	-3.0818954745670464	-3.5927077653552497	-4.691253391800816	0.009175	0.009175	0.899079	0.045872	0.027524	0.009175	HN-D	0.899079	1	True	51	HN-D	0	0	48	3	0	0	True
(╬⊙△⊙)	0	0	0	0	0	0	-4.324086631006977	-5.01718381531663	-0.5746313773567512	-1.0099488069043274	-3.407825898082861	-3.918638188871064	0.013246	0.006623	0.562912	0.364238	0.033113	0.019868	HN-D	0.562912	1	True	1	HN-S	0	0	0	1	0	0	False
(╯°□°)	0	0	0	0	0	0	-3.33930623345416	-4.9486641506879305	-0.42697448168329205	-1.3934132270600743	-3.8501185242423634	-3.33930623345416	0.035462	0.007093	0.65248	0.248227	0.021277	0.035462	HN-D	0.65248	1	True	456	HN-D	12	5	377	44	11	7	True
(╯︵╰,)	0	0	0	0	0	0	-4.795695509261799	-4.102598324952146	-3.1863375920280297	-2.0877386365154784	-0.24191756003056705	-3.697149882816233	0.008265	0.01653	0.041323	0.123967	0.785121	0.024794	LN	0.785121	1	True	1	HN-D	0	0	1	0	0	0	False
(◎_◎;)	0	0	0	0	0	0	-4.135121357980794	-3.729672915844881	-3.218860625056678	-0.3856661043305684	-2.1202616695441265	-2.1202616695441265	0.016001	0.024001	0.040001	0.679998	0.12	0.12	HN-S	0.679998	1	True	1	HP	1	0	0	0	0	0	False
(◕‿◕)	0	0	0	0	0	0	-2.2046024297443716	-0.39086963348605464	-4.912559302490693	-4.912559302490693	-4.219462118181039	-1.6937794726308255	0.110294	0.676468	0.007354	0.007354	0.014707	0.183823	LP	0.676468	1	True	87	HP	42	25	0	0	1	19	False
(◕‿◕✿)	0	0	0	0	0	0	-1.8946163659482824	-0.33647569525820775	-4.89025364448944	-4.89025364448944	-4.89025364448944	-2.1822967717431188	0.150376	0.714283	0.00752	0.00752	0.00752	0.112782	LP	0.714283	1	True	161	LP	15	63	2	12	8	61	True
(◕‿◕｡)	0	0	0	0	0	0	-1.9530268721467725	-0.42697448168329205	-4.9486641506879305	-4.9486641506879305	-4.255566966378276	-1.7298843208280628	0.141844	0.65248	0.007093	0.007093	0.014185	0.177305	LP	0.65248	1	True	1	LP	0	1	0	0	0	0	True
(☀´▽`)	0	0	0	0	0	0	-1.0231068395407372	-0.5877894099931608	-5.03034184795304	-5.03034184795304	-5.03034184795304	-2.7278467500093275	0.359476	0.555554	0.006537	0.006537	0.006537	0.06536	LP	0.555554	1	True	1	NB	0	0	0	0	0	1	False
(★≧▽^)	0	0	0	0	0	0	-0.5201963930950881	-1.0508238206291547	-4.9627488310549674	-4.9627488310549674	-4.9627488310549674	-3.353390913821198	0.594404	0.34965	0.006994	0.006994	0.006994	0.034966	HP	0.594404	1	True	2	HP	2	0	0	0	0	0	True
(★▽★)	0	0	0	0	0	0	-0.5306310615126147	-1.0231068395407374	-5.03034184795304	-5.03034184795304	-5.03034184795304	-3.4209839307192706	0.588234	0.359476	0.006537	0.006537	0.006537	0.03268	HP	0.588234	1	True	3	HP	3	0	0	0	0	0	True
(☆▽☆)	0	0	0	0	0	0	-0.5306310615126147	-1.0231068395407374	-5.03034184795304	-5.03034184795304	-5.03034184795304	-3.4209839307192706	0.588234	0.359476	0.006537	0.006537	0.006537	0.03268	HP	0.588234	1	True	2	HP	2	0	0	0	0	0	True
(♡˃͈̑‿	0	0	0	0	0	0	-1.5040785078830643	-0.35140127864143167	-4.905179227872664	-4.212082043563011	-4.212082043563011	-3.2958213106388943	0.222222	0.703701	0.007408	0.014815	0.014815	0.037038	LP	0.703701	1	True	1	HP	1	0	0	0	0	0	False
(♡˙︶˙♡)	0	0	0	0	0	0	-1.6563220784831338	-0.29023340426511984	-4.875101908343002	-4.875101908343002	-4.875101908343002	-3.265743991109231	0.19084	0.748089	0.007634	0.007634	0.007634	0.038169	LP	0.748089	1	True	2	HP	1	0	0	0	0	1	False
(♡‿♡)	0	0	0	0	0	0	-1.3862957896862171	-0.3669346988837198	-4.941546713314073	-4.941546713314073	-4.941546713314073	-3.332188796080303	0.25	0.692855	0.007144	0.007144	0.007144	0.035715	LP	0.692855	1	True	7	HP	7	0	0	0	0	0	False
(✿◕‿◕)	0	0	0	0	0	0	-1.83258126374929	-0.27444059305921537	-14.038658909266964	-14.038658909266964	-14.038658909266964	-2.525723444346735	0.16	0.759997	1e-06	1e-06	1e-06	0.08	LP	0.759997	1	True	6	HP	2	2	0	0	1	1	False
(✿◕‿◕✿)	0	0	0	0	0	0	-1.4418654091817624	-0.44333838357838573	-4.997116332809618	-4.997116332809618	-4.997116332809618	-2.289159460063297	0.236486	0.64189	0.006757	0.006757	0.006757	0.101352	LP	0.64189	1	True	4	LP	1	2	0	0	0	1	True
(〃・ω・)	0	0	0	0	0	0	-1.9810006068015567	-0.4769270989022888	-4.976637885342715	-4.28354070103306	-4.28354070103306	-1.5755371653531147	0.137931	0.620688	0.006897	0.013794	0.013794	0.206896	LP	0.620688	1	True	1	HP	1	0	0	0	0	0	False
(ノಠ益ಠ)	0	0	0	0	0	0	-3.988939603354356	-4.68203678766401	-0.10742477323365675	-3.07267887043024	-3.988939603354356	-4.68203678766401	0.018519	0.00926	0.898144	0.046297	0.018519	0.00926	HN-D	0.898144	1	True	1	HP	1	0	0	0	0	0	False
(ノ◕ヮ◕)	0	0	0	0	0	0	-0.5679868611280432	-1.0033042906756195	-4.3174421147782684	-4.3174421147782684	-5.010539299087923	-3.4011813818541525	0.566665	0.366666	0.013334	0.013334	0.006667	0.033334	HP	0.566665	1	True	31	HP	31	0	0	0	0	0	True
(・_・)	0	0	0	0	0	0	-4.110828783443963	-3.194568050519847	-3.194568050519847	-2.5014308698099037	-2.095969095007295	-0.3613735297937372	0.016394	0.040984	0.040984	0.081968	0.122951	0.696719	NB	0.696719	1	True	133	NB	4	2	10	17	16	84	True
